Date,SP500
731267,1097.98
731268,1080.95
731269,1089.84
731272,1109.43
731273,1109.38
731274,1109.89
731275,1106.73
731276,1131.78
731279,1153.84
731280,1146.14
731281,1162.77
731282,1157.54
731283,1164.31
731286,1168.26
731287,1165.58
731288,1154.09
731289,1153.04
731290,1166.16
731293,1165.55
731294,1170.29
731295,1151.85
731296,1153.59
731297,1148.7
731300,1131.87
731301,1138.49
731302,1144.58
731303,1147.39
731304,1146.965
731307,1146.54
731308,1136.76
731309,1125.4
731310,1126.34
731311,1122.73
731314,1125.29
731315,1117.8
731316,1130.47
731317,1103.69
731318,1111.01
731321,1102.55
731322,1128.37
731323,1126.07
731324,1124.47
731325,1125.17
731328,1107.83
731329,1100.96
731330,1093.14
731331,1091.48
731332,1076.32
731335,1065.45
731336,1076.92
731337,1086.46
731338,1084.56
731339,1073.43
731342,1052.67
731343,1049.49
731344,1088.85
731345,1073.01
731346,1054.99
731349,1074.56
731350,1097.28
731351,1091.07
731352,1098.23
731353,1106.59
731356,1091.88
731357,1079.88
731358,1086.02
731359,1097.08
731360,1083.82
731363,1079.185
731364,1074.55
731365,1067.66
731366,1060.11
731367,1067.14
731370,1040.68
731371,1040.69
731372,1049.9
731373,1029.15
731374,1027.53
731377,1030.74
731378,1013.6
731379,1020.26
731380,1009.56
731381,1007.27
731384,1036.17
731385,1037.14
731386,1019.99
731387,1006.29
731388,989.14
731391,992.72
731392,976.14
731393,973.53
731394,981.675
731395,989.82
731398,968.65
731399,948.09
731400,953.99
731401,971.51
731402,989.03
731405,976.98
731406,952.83
731407,920.47
731408,927.37
731409,921.39
731412,917.93
731413,900.94
731414,906.04
731415,881.56
731416,847.75
731419,819.85
731420,797.7
731421,843.43
731422,838.68
731423,852.84
731426,898.96
731427,902.78
731428,911.62
731429,884.66
731430,864.24
731433,834.6
731434,859.57
731435,876.77
731436,905.46
731437,908.64
731440,903.8
731441,884.21
731442,919.62
731443,930.25
731444,928.77
731447,950.7
731448,937.43
731449,949.36
731450,962.7
731451,940.86
731454,947.95
731455,934.82
731456,917.87
731457,917.8
731458,916.07
731461,897.045
731462,878.02
731463,893.4
731464,879.15
731465,893.92
731468,902.96
731469,909.58
731470,909.45
731471,886.91
731472,889.81
731475,891.1
731476,873.52
731477,869.46
731478,843.32
731479,845.39
731482,833.7
731483,819.29
731484,839.66
731485,854.95
731486,827.37
731489,815.28
731490,847.91
731491,827.91
731492,818.95
731493,800.58
731496,785.28
731497,798.55
731498,776.76
731499,803.92
731500,835.32
731503,841.44
731504,881.27
731505,860.02
731506,879.2
731507,884.39
731510,899.72
731511,890.16
731512,896.14
731513,882.5
731514,897.65
731517,890.23
731518,882.15
731519,890.71
731520,885.76
731521,900.96
731524,908.35
731525,915.39
731526,923.76
731527,902.65
731528,894.74
731531,876.19
731532,882.95
731533,882.53
731534,904.27
731535,909.83
731538,900.36
731539,896.74
731540,914.15
731541,933.76
731542,930.55
731545,932.87
731546,913.31
731547,938.87
731548,937.59
731549,936.31
731552,934.53
731553,920.75
731554,913.65
731555,906.55
731556,912.23
731559,892
731560,904.45
731561,904.96
731562,901.58
731563,889.48
731566,910.4
731567,902.99
731568,891.12
731569,884.25
731570,895.76
731573,897.38
731574,892.47
731575,891.065
731576,889.66
731577,875.4
731580,879.39
731581,879.82
731582,894.425
731583,909.03
731584,908.59
731587,929.01
731588,922.93
731589,909.93
731590,927.57
731591,927.57
731594,926.26
731595,931.66
731596,918.22
731597,914.6
731598,901.78
731601,894.7
731602,887.62
731603,878.36
731604,887.34
731605,861.4
731608,847.48
731609,858.54
731610,864.36
731611,844.61
731612,855.7
731615,860.32
731616,848.2
731617,843.59
731618,838.15
731619,829.69
731622,835.97
731623,829.2
731624,818.68
731625,817.37
731626,834.89
731629,843.03
731630,851.17
731631,845.13
731632,837.1
731633,848.17
731636,832.58
731637,838.57
731638,827.55
731639,837.28
731640,841.15
731643,834.81
731644,821.99
731645,829.85
731646,822.1
731647,828.89
731650,807.48
731651,800.73
731652,804.19
731653,831.9
731654,833.27
731657,862.79
731658,866.45
731659,874.02
731660,875.67
731661,895.79
731664,864.23
731665,874.74
731666,869.95
731667,868.52
731668,863.5
731671,848.18
731672,858.48
731673,880.9
731674,876.45
731675,878.85
731678,879.93
731679,878.29
731680,865.99
731681,871.58
731682,868.3
731685,885.23
731686,890.81
731687,879.91
731688,893.58
731689,892.795
731692,892.01
731693,911.37
731694,919.02
731695,911.43
731696,898.81
731699,914.84
731700,917.84
731701,916.92
731702,916.3
731703,930.08
731706,926.55
731707,934.39
731708,929.62
731709,920.27
731710,933.41
731713,945.11
731714,942.3
731715,939.28
731716,946.67
731717,944.3
731720,920.77
731721,919.73
731722,923.42
731723,931.87
731724,933.22
731727,942.35
731728,951.48
731729,953.22
731730,949.64
731731,963.59
731734,967
731735,971.56
731736,986.24
731737,990.14
731738,987.76
731741,975.93
731742,984.84
731743,997.48
731744,998.51
731745,988.61
731748,1010.74
731749,1011.66
731750,1010.09
731751,994.7
731752,995.69
731755,981.64
731756,983.45
731757,975.32
731758,985.82
731759,976.22
731762,974.5
731763,982.32
731764,993.75
731765,985.7
731766,995.06
731769,1004.42
731770,1007.84
731771,1002.21
731772,988.7
731773,998.14
731776,1003.86
